Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
12:15,8ALTE,11.343,1.493,0.469,0.059,29.657,1.213,1.164,1.035,4,4,8,1
8:00,4ALTE,4.244,0.707,0.154,0.022,10.84,0.425,1.061,1.021,4,2,6,0
11:15,10BLTE,1.493,0.498,0.085,0.017,3.498,0.163,1.005,0.995,3,2,5,1
17:45,3ALTE,13.945,3.638,1.794,0.107,21.139,0.965,1.263,1.101,7,4,11,0
10:00,9ALTE,5.075,1.294,0.446,0.031,28.534,0.502,1.045,0.995,3,2,5,1
11:15,6WLTE,1.011,2.223,0.267,0.039,12.429,1.242,1.162,0.01,5,3,8,0
6:30,5ALTE,2.324,0.606,0.299,0.019,6.03,0.225,1.021,1.011,3,2,5,0
15:15,7CLTE,0.404,1.718,0.282,0.03,10.649,0.689,1.273,0.01,6,3,9,0
20:30,3CLTE,4.547,0.909,0.314,0.031,15.685,0.846,1.051,1.011,3,2,5,0
11:00,7BLTE,1.718,3.032,1.591,0.607,69.373,47.544,1.425,0.01,6,4,10,0
6:00,1BLTE,1.213,0.505,0.081,0.014,4.477,0.37,1.041,1.011,3,2,5,0
5:00,1BLTE,1.516,0.404,0.061,0.013,1.965,0.189,1.021,1.011,2,2,4,0
17:45,6CLTE,5.672,0.796,0.186,0.032,18.626,0.848,1.075,0.01,4,3,7,1
13:15,6VLTE,2.627,3.941,0.49,0.055,14.6,1.153,1.223,0.01,4,4,8,0
10:15,8CLTE,4.244,1.112,0.349,0.023,55.76,0.611,1.041,1.021,3,2,5,0
10:30,5ALTE,14.955,2.425,0.53,0.062,24.381,0.988,1.213,1.182,5,5,10,0
15:15,9ALTE,11.014,1.415,0.416,0.044,10.022,0.487,1.172,1.071,5,4,9,0
2:00,1BLTE,9.297,3.032,1.195,0.075,54.766,0.744,1.182,1.051,4,4,8,0
23:15,6ULTE,1.516,2.93,0.849,0.061,12.765,0.687,1.243,0.01,5,4,9,0
5:00,1BLTE,0.808,0.404,0.025,0.008,1.072,0.142,1.011,1.011,2,1,3,0
23:30,6BLTE,21.928,2.223,0.68,0.075,28.37,5.965,1.273,0.01,6,4,10,0
12:00,7ULTE,3.133,6.164,0.959,0.1,32.511,2.464,1.526,0.01,7,4,11,0
12:45,7VLTE,0.597,1.493,0.144,0.031,7.314,1.838,0.975,0.01,3,2,5,1
20:15,9ALTE,3.184,0.896,0.307,0.03,10.345,0.524,1.035,0.995,3,2,5,1
23:45,3ALTE,11.419,1.819,0.556,0.062,12.64,0.618,1.142,1.041,3,3,6,0
3:45,3ALTE,3.133,0.505,0.059,0.017,2.379,0.231,1.021,1.011,2,2,4,0
18:00,6BLTE,18.806,2.09,0.449,0.062,16.553,2.962,1.154,0.01,4,4,8,1
8:30,8ALTE,14.45,1.718,0.484,0.044,22.532,1.052,1.202,1.051,5,3,8,0
3:45,2ALTE,0,0.398,0.013,0.009,0.068,0.048,0.995,0.01,1,1,2,1
1:45,5CLTE,9.095,1.011,0.211,0.029,11.051,0.7,1.071,1.021,3,3,6,0
7:00,3CLTE,1.112,0.404,0.045,0.01,0.843,0.102,1.021,1.011,2,1,3,0
2:15,8ALTE,5.457,1.819,0.727,0.042,36.093,0.849,1.071,1.021,3,3,6,0
9:30,3CLTE,14.046,1.718,0.569,0.047,4.958,0.488,1.172,1.081,4,4,8,0
17:15,7ULTE,2.526,7.175,1.116,0.105,28.831,1.472,1.586,0.01,7,4,11,0
6:30,8BLTE,1.819,0.606,0.29,0.024,14.735,0.74,1.031,1.011,3,2,5,0
11:15,7ULTE,4.042,7.579,1.058,0.156,22.737,7.26,1.708,0.01,8,4,12,0
10:30,7CLTE,0.303,1.011,0.341,0.024,29.204,0.328,1.122,0.01,4,3,7,0
5:00,2ALTE,0,0.404,0,0,0,0,0,0,0,0,0,0
15:00,8CLTE,4.378,0.796,0.274,0.028,49.207,0.55,1.065,1.005,3,3,6,1
17:00,6CLTE,5.572,0.597,0.105,0.021,4.83,0.211,1.035,0.01,4,3,7,1
20:15,6ALTE,9.297,1.415,0.674,0.065,21.379,0.536,1.142,0.01,4,3,7,0
21:45,6CLTE,7.781,1.112,0.514,0.046,24.647,0.845,1.112,0.01,5,3,8,0
2:45,10ALTE,4.478,0.697,0.203,0.045,21.549,3.428,1.045,1.005,2,2,4,1
12:45,9ALTE,21.625,2.93,0.851,0.096,21.294,0.83,1.445,1.243,7,5,12,0
23:30,10ALTE,7.478,0.707,0.102,0.03,3.827,0.564,1.101,1.041,4,3,7,0
3:30,5BLTE,4.85,0.404,0.003,0.002,0.096,0.038,1.021,1.011,3,2,5,0
5:00,8BLTE,0.707,0.404,0.069,0.013,4.523,0.351,1.021,1.011,2,1,3,0
21:45,3BLTE,14.147,2.526,1.061,0.075,47.247,0.836,1.334,1.061,5,4,9,0
13:45,4CLTE,24.454,2.728,0.518,0.088,27.664,0.807,1.334,1.425,6,6,12,0
4:45,7ALTE,0,0.404,0.04,0.008,3.278,0.153,1.021,0.01,2,1,3,0
21:00,4CLTE,19.806,3.436,0.599,0.078,17.943,0.68,1.293,1.202,6,5,11,0
0:15,6BLTE,15.259,5.356,2.591,0.319,49.715,43.899,1.162,0.01,5,3,8,0
19:30,7WLTE,1.213,2.425,0.361,0.044,6.924,0.463,1.132,0.01,5,3,8,0
22:00,4BLTE,17.886,2.829,1.095,0.068,50.987,0.95,1.324,1.091,6,4,10,0
10:45,3BLTE,17.077,1.92,0.342,0.056,11.049,0.658,1.273,1.152,6,4,10,0
23:30,10CLTE,5.771,1.095,0.4,0.042,21.006,0.618,1.075,1.005,4,2,6,1
4:15,6ALTE,1.617,0.404,0.013,0.01,0.4,0.212,1.021,0.01,3,2,5,0
3:00,7BLTE,0.1,0.597,0.079,0.015,3.001,0.201,1.085,0.01,3,2,5,1
3:15,9BLTE,0.808,0.404,0.014,0.007,0.354,0.1,1.021,1.011,2,1,3,0
21:45,5ALTE,2.985,0.597,0.098,0.022,4.487,0.786,1.035,1.005,3,2,5,1
0:30,10CLTE,6.871,0.808,0.189,0.033,6.302,0.319,1.122,1.021,4,3,7,0
21:00,3BLTE,10.913,1.314,0.291,0.045,11.554,0.634,1.182,1.071,4,4,8,0
20:45,10CLTE,5.572,0.995,0.142,0.028,3.881,0.65,1.055,1.005,4,3,7,1
16:45,4BLTE,19.502,2.687,0.733,0.08,15.465,0.78,1.313,1.114,6,4,10,1
18:45,7CLTE,0.505,2.021,0.983,0.084,13.641,0.57,1.213,0.01,4,3,7,0
18:15,7WLTE,0.505,1.718,0.274,0.02,9.654,0.322,1.081,0.01,3,2,5,0
2:15,8CLTE,0.404,0.404,0.117,0.021,1.999,0.162,1.011,1.011,2,1,3,0
5:45,1BLTE,1.112,0.404,0.019,0.019,0.545,0.3,1.021,1.011,2,2,4,0
23:30,2ALTE,0,0.404,0.002,0.001,0.002,0.001,1.011,0.01,1,1,2,0
18:15,10CLTE,5.457,1.011,0.147,0.044,3.559,0.674,1.112,1.132,4,3,7,0
6:30,5ALTE,1.99,0.896,0.509,0.029,12.233,0.349,1.005,0.995,2,2,4,1
16:00,3BLTE,17.28,1.415,0.308,0.052,30.032,0.976,1.223,1.101,5,4,9,0
11:00,5CLTE,6.667,1.493,0.596,0.051,32.833,1.002,1.134,1.015,4,3,7,1
9:45,1BLTE,12.934,1.617,0.493,0.075,21.529,1.327,1.253,1.081,5,3,8,0
15:45,6WLTE,1.516,3.234,0.385,0.052,9.078,0.679,1.233,0.01,5,4,9,0
10:45,4CLTE,18.694,5.962,1.453,0.098,28.77,0.738,1.465,1.364,6,6,12,0
7:45,1ALTE,6.77,1.617,0.576,0.045,33.715,0.714,1.132,1.041,4,3,7,0
22:00,9BLTE,4.876,0.796,0.439,0.036,13.651,0.545,1.065,1.015,3,3,6,1
16:30,7ULTE,1.92,3.739,0.534,0.073,17.853,1.006,1.455,0.01,6,3,9,0
1:00,1CLTE,30.012,7.377,2.457,0.133,26.147,1.518,1.506,1.283,7,5,12,0
16:30,6ALTE,12.126,1.314,0.408,0.066,23.298,1.262,1.182,0.01,5,3,8,0
7:00,5BLTE,6.063,0.606,0.038,0.008,3.107,0.208,1.031,1.041,3,3,6,0
1:45,10ALTE,6.972,2.324,0.68,0.047,33.594,1.527,1.071,1.041,3,3,6,0
5:15,4ALTE,0.202,0.404,0.155,0.019,1.805,0.184,1.011,1.011,1,1,2,0
0:15,8CLTE,1.617,1.314,0.721,0.035,12.99,0.359,1.021,1.011,2,2,4,0
0:30,1ALTE,5.356,1.718,0.624,0.02,60.24,1.234,1.071,1.011,3,2,5,0
2:15,9BLTE,0.606,0.404,0.018,0.008,0.461,0.127,1.011,1.011,1,1,2,0
4:30,7WLTE,0.606,2.122,0.272,0.029,5.314,0.296,1.031,0.01,2,2,4,0
20:15,7VLTE,1.617,7.074,1.516,0.062,25.742,1.247,1.122,0.01,4,3,7,0
16:45,7ALTE,0.404,1.516,0.333,0.039,11.39,1.014,1.273,0.01,6,3,9,0
22:00,9ALTE,2.93,0.808,0.37,0.134,16.844,9.038,1.031,1.011,3,2,5,0
5:45,2ALTE,0,0.404,0,0,0,0,0,0,0,0,0,0
18:45,6ALTE,8.589,2.627,0.988,0.056,23.372,1.334,1.152,0.01,4,3,7,0
8:30,6ULTE,0.896,1.194,0.265,0.018,3.072,0.23,1.015,0.01,3,3,6,1
2:00,7CLTE,0,0.404,0.018,0.007,0.841,0.188,1.041,0.01,3,2,5,0
14:30,8BLTE,16.774,2.021,0.38,0.08,15.538,4.963,1.293,1.101,5,4,9,0
23:00,2ALTE,0.1,0.398,0.027,0.009,0.127,0.021,0.995,0.01,1,1,2,1
19:00,6BLTE,25.768,4.345,1.675,0.095,54.469,2.24,1.283,0.01,6,4,10,0
6:00,3CLTE,0.404,0.404,0.031,0.011,0.901,0.083,1.011,1.011,1,1,2,0
11:15,4CLTE,19.604,2.627,0.679,0.082,21.342,1.268,1.293,1.192,5,5,10,0
15:45,6ULTE,0.995,1.493,0.345,0.038,11.016,0.872,1.095,0.01,4,3,7,1
10:15,6VLTE,0.909,1.819,0.202,0.029,14.346,1.273,1.192,0.01,5,3,8,0
4:00,4ALTE,1.617,0.909,0.705,0.01,41.59,0.331,1.021,1.011,2,2,4,0
16:30,7ULTE,3.234,9.701,1.288,0.096,18.406,1.613,1.576,0.01,6,4,10,0
12:45,7CLTE,0.303,0.707,0.09,0.022,8.052,0.715,1.142,0.01,4,2,6,0
6:00,4ALTE,3.133,0.404,0.011,0.007,0.594,0.108,1.031,1.021,2,2,4,0
14:00,5BLTE,34.155,6.366,1.984,0.19,45.581,3.118,1.839,1.586,8,8,16,0
0:30,7VLTE,1.112,2.526,0.401,0.058,11.543,2.659,1.152,0.01,4,3,7,0
7:30,6WLTE,1.213,1.415,0.129,0.029,3.835,2.722,1.091,0.01,4,3,7,0
13:30,6WLTE,2.627,5.457,0.858,0.068,17.223,3.183,1.243,0.01,5,3,8,0
23:45,10BLTE,2.786,0.597,0.165,0.023,10.837,0.325,1.045,1.005,3,2,5,1
5:30,6CLTE,3.032,0.505,0.075,0.012,3.259,0.304,1.031,0.01,3,2,5,0
16:45,1ALTE,8.955,1.493,0.354,0.044,27.265,0.62,1.144,1.015,4,3,7,1
14:00,7ULTE,2.627,5.962,1.4,0.104,36.275,0.786,1.445,0.01,6,4,10,0
6:15,7ALTE,0,0.505,0.099,0.016,3.741,0.233,1.051,0.01,2,2,4,0
17:45,3CLTE,6.568,1.011,0.364,0.036,15.934,0.6,1.101,1.031,4,3,7,0
1:45,6CLTE,1.314,0.404,0.076,0.028,4.873,0.414,1.021,0.01,2,2,4,0
13:30,8ALTE,17.612,2.388,0.949,0.076,48.55,1.856,1.234,1.055,5,4,9,1
9:45,1CLTE,25.566,3.739,0.814,0.096,16.017,0.778,1.384,1.223,6,5,11,0
12:00,8BLTE,21.524,2.425,0.507,0.097,15.99,2.027,1.455,1.223,8,5,13,0
3:30,3ALTE,2.021,0.606,0.148,0.02,3.153,0.319,1.031,1.011,3,2,5,0
20:15,7ALTE,0.1,0.796,0.176,0.024,16.364,0.585,1.075,0.01,3,2,5,1
10:30,7VLTE,1.617,3.84,0.616,0.063,21.836,0.596,1.233,0.01,5,4,9,0
22:45,4BLTE,16.774,1.718,0.535,0.099,7.974,0.889,1.405,1.112,6,4,10,0
7:30,8CLTE,1.617,0.707,0.206,0.018,13.814,0.497,1.031,1.011,2,2,4,0
17:30,7BLTE,0.505,1.617,0.564,0.058,41.141,1.48,1.465,0.01,7,3,10,0
23:00,3BLTE,13.339,2.021,0.422,0.051,7.65,0.327,1.233,1.132,6,4,10,0
13:30,10BLTE,13.035,2.425,1.068,0.091,32.264,1.001,1.344,1.071,5,4,9,0
0:15,6VLTE,1.415,2.223,0.193,0.035,16.695,3.391,1.172,0.01,4,3,7,0
3:30,5CLTE,3.032,0.404,0.005,0.003,0.4,0.08,1.021,1.011,2,1,3,0
0:45,2ALTE,0.202,0.404,0.06,0.02,0.556,0.094,1.011,0.01,1,1,2,0
23:15,9BLTE,5.373,0.896,0.417,0.031,13.365,0.461,1.085,1.015,3,3,6,1
15:45,3ALTE,25.768,3.941,1.363,0.123,33.94,3.572,1.506,1.192,7,6,13,0
14:30,5ALTE,5.771,1.294,0.293,0.04,10.051,1.561,1.085,1.015,3,3,6,1
1:45,3CLTE,0.498,0.398,0.018,0.009,0.347,0.163,0.995,0.995,2,1,3,1
12:45,10CLTE,5.962,0.808,0.158,0.019,3.871,0.197,1.071,1.041,3,3,6,0
4:15,8ALTE,4.446,0.707,0.193,0.029,9.674,0.53,1.091,1.021,3,3,6,0
14:30,2ALTE,0.606,0.404,0.035,0.006,0.619,0.08,1.021,0.01,2,1,3,0
14:15,9BLTE,3.638,0.505,0.024,0.009,2.398,0.19,1.031,1.011,2,2,4,0
21:00,6WLTE,3.032,5.861,0.641,0.095,9.168,1.198,1.485,0.01,6,5,11,0
12:00,8BLTE,24.151,3.234,0.993,0.124,24.147,2.109,1.455,1.152,9,5,14,0
18:45,4BLTE,27.688,5.053,1.437,0.148,26.462,0.943,1.637,1.202,8,5,13,0
9:00,9BLTE,2.388,0.597,0.317,0.041,7.614,0.55,1.015,0.995,3,2,5,1
1:15,6ALTE,5.457,0.707,0.221,0.021,12.134,0.471,1.061,0.01,3,2,5,0
23:00,8BLTE,11.045,1.791,0.542,0.078,50.717,1.587,1.294,1.025,6,3,9,1
10:30,8ALTE,14.925,4.876,1.671,0.096,50.863,1.315,1.303,1.104,6,4,10,1
3:45,7CLTE,0,0.404,0.02,0.01,0.316,0.23,1.021,0.01,2,1,3,0
23:15,4CLTE,17.785,4.446,1.591,0.103,34.928,0.912,1.314,1.132,5,4,9,0
19:00,7ULTE,2.425,3.941,0.536,0.08,15.98,1.218,1.435,0.01,6,3,9,0
1:00,9ALTE,0.995,0.498,0.137,0.021,4.896,0.329,1.005,0.995,2,2,4,1
10:30,5ALTE,9.196,4.446,0.7,0.045,27.142,0.411,1.122,1.031,4,3,7,0
8:00,6ULTE,1.213,1.718,0.313,0.04,8.353,0.54,1.132,0.01,5,3,8,0
20:30,7ALTE,0.808,1.314,0.184,0.162,6.86,0.501,1.293,0.01,5,3,8,0
1:45,6ULTE,0.896,1.393,0.164,0.039,8.772,0.628,1.045,0.01,3,2,5,1
18:15,9ALTE,3.739,0.606,0.127,0.024,7.839,0.364,1.071,1.021,3,2,5,0
5:15,3ALTE,2.526,1.415,0.691,0.032,14.491,0.466,1.071,1.041,3,3,6,0
22:30,1CLTE,25.566,3.739,1.175,0.13,24.713,0.729,1.556,1.344,8,6,14,0
22:15,6BLTE,21.293,4.279,1.585,0.288,49.894,44.514,1.264,0.01,6,5,11,1
11:15,6BLTE,20.412,9.802,4.714,0.544,58.916,44.778,1.293,0.01,6,3,9,0
0:00,7ULTE,0.808,6.77,0.646,0.049,10.4,0.655,1.182,0.01,4,4,8,0
0:00,5BLTE,10.913,0.808,0.073,0.02,3.238,0.161,1.112,1.041,4,3,7,0
19:15,7WLTE,6.669,4.345,0.446,0.297,14.216,5.874,1.586,0.01,7,4,11,0
11:15,7ALTE,1.314,1.314,0.239,0.051,5.93,1.633,1.283,0.01,5,3,8,0
13:15,9BLTE,4.446,0.606,0.103,0.023,4.655,0.474,1.051,1.031,4,3,7,0
4:00,8CLTE,0.202,0.404,0.019,0.006,0.265,0.026,1.011,1.011,1,1,2,0
15:30,6ULTE,1.891,4.378,1.291,0.073,32.119,5.095,1.264,0.01,5,4,9,1
10:30,1CLTE,20.497,4.876,1.931,0.105,28.999,0.671,1.353,1.164,6,5,11,1
4:30,3BLTE,14.03,2.189,0.49,0.087,13.851,0.98,1.303,1.045,6,4,10,1
21:30,6CLTE,5.053,0.707,0.182,0.024,7.776,0.329,1.071,0.01,3,2,5,0
18:15,4ALTE,7.781,1.415,0.429,0.032,32.246,0.696,1.152,1.031,4,3,7,0
13:15,10BLTE,11.722,2.223,0.662,0.056,11.823,1.367,1.182,1.051,6,3,9,0
12:30,8BLTE,20.412,2.728,0.72,0.111,19.881,0.814,1.394,1.364,6,5,11,0
6:45,10ALTE,5.457,1.112,0.552,0.035,24.273,0.327,1.061,1.021,3,3,6,0
9:30,5BLTE,8.955,1.095,0.358,0.032,22.188,0.735,1.075,1.015,3,3,6,1
10:15,5BLTE,13.333,1.592,0.695,0.094,29.006,10.795,1.114,1.025,5,3,8,1
1:00,7VLTE,0.808,3.739,0.909,0.043,16.523,0.409,1.071,0.01,4,3,7,0
15:45,9BLTE,2.122,0.505,0.054,0.009,3.719,0.158,1.021,1.011,2,2,4,0
5:15,3ALTE,1.819,0.909,0.448,0.032,15.894,0.639,1.061,1.021,3,2,5,0
15:30,10CLTE,6.972,0.707,0.167,0.025,14.789,0.757,1.071,1.031,3,3,6,0
6:30,5ALTE,1.314,0.505,0.284,0.03,13.386,0.477,1.021,1.011,2,1,3,0
7:00,5BLTE,6.063,0.404,0.011,0.004,2.878,0.09,1.031,1.011,3,2,5,0
11:30,4CLTE,17.785,3.335,0.778,0.112,22.027,4.351,1.283,1.182,5,5,10,0
23:30,6VLTE,1.393,3.184,0.155,0.032,4.392,0.496,1.184,0.01,5,3,8,1
14:15,10CLTE,5.871,0.597,0.096,0.012,7.845,0.273,1.005,1.005,2,2,4,1
5:45,6BLTE,7.781,0.606,0.099,0.018,5.148,0.442,1.051,0.01,3,2,5,0
18:45,4ALTE,8.387,1.516,0.411,0.049,33.091,0.557,1.162,1.051,5,3,8,0
13:45,6BLTE,24.252,3.436,1.066,0.086,15.24,1.789,1.283,0.01,6,4,10,0
22:00,3BLTE,17.711,1.99,0.342,0.12,6.06,1.853,1.592,1.184,7,5,12,1
19:15,6ULTE,1.314,2.829,0.266,0.037,11.549,0.29,1.233,0.01,5,4,9,0
13:15,1BLTE,13.945,1.213,0.219,0.053,10.795,0.548,1.243,1.051,5,3,8,0
17:45,6ULTE,1.393,2.488,0.502,0.055,18.238,3.113,1.234,0.01,4,3,7,1
3:00,7CLTE,0.101,0.606,0.153,0.024,6.051,0.25,1.091,0.01,3,2,5,0
16:45,4CLTE,22.635,3.638,1.076,0.095,36.863,0.774,1.465,1.344,7,7,14,0
11:45,6CLTE,4.677,0.697,0.157,0.045,5.052,0.323,1.055,0.01,4,2,6,1
10:45,4BLTE,25.161,3.335,0.845,0.12,29.987,5.141,1.516,1.182,7,5,12,0
22:30,3ALTE,14.046,5.356,1.983,0.171,32.403,1.374,1.253,1.132,5,4,9,0
15:00,10BLTE,6.568,0.808,0.239,0.033,5.469,0.346,1.101,1.021,3,3,6,0
9:00,10ALTE,30.82,3.537,1.214,0.223,37.402,6.819,1.667,1.445,7,6,13,0
18:30,7BLTE,0.606,1.819,0.455,0.083,12.234,0.98,1.445,0.01,6,3,9,0
21:45,3ALTE,7.377,1.011,0.166,0.024,9.413,0.58,1.091,1.031,3,2,5,0
6:45,7BLTE,0.101,0.505,0.075,0.012,1.444,0.143,1.061,0.01,3,2,5,0
4:15,3BLTE,2.324,0.707,0.182,0.023,10.846,0.542,1.031,1.011,2,2,4,0
2:15,1ALTE,4.951,0.505,0.022,0.013,1.115,0.192,1.031,1.021,3,3,6,0
0:15,10BLTE,2.627,0.505,0.033,0.011,1.072,0.148,1.041,1.011,3,2,5,0
5:15,7ALTE,0.101,0.808,0.432,0.02,12.732,0.373,1.031,0.01,2,2,4,0
20:30,8ALTE,24.05,7.377,3.154,0.176,25.065,3.696,1.566,1.213,8,6,14,0
14:45,7WLTE,1.213,2.223,0.302,0.039,5.399,0.379,1.152,0.01,5,3,8,0
7:15,10CLTE,1.92,0.909,0.134,0.015,4.212,0.315,1.021,1.011,2,2,4,0
3:45,8ALTE,8.756,1.692,0.448,0.037,18.559,0.366,1.085,1.025,4,3,7,1
23:00,5ALTE,6.77,1.011,0.176,0.052,17.863,0.522,1.122,1.031,4,3,7,0
16:45,3CLTE,13.137,2.021,0.723,0.072,27.467,1.563,1.273,1.071,5,4,9,0
6:45,5ALTE,1.516,1.011,0.519,0.018,13.284,0.236,1.021,1.011,2,2,4,0
12:30,1ALTE,19.402,2.122,0.695,0.09,38.758,1.105,1.394,1.101,6,4,10,0
13:15,6CLTE,5.962,0.707,0.094,0.017,3.62,0.322,1.061,0.01,3,2,5,0
13:00,7ALTE,1.213,1.516,0.466,0.231,21.215,7.675,1.283,0.01,4,3,7,0
5:00,4BLTE,6.866,3.284,1.285,0.04,41.865,0.493,1.085,1.005,4,3,7,1
1:15,3CLTE,1.194,0.398,0.018,0.009,0.885,0.161,1.005,0.995,2,1,3,1
8:45,6CLTE,5.558,0.707,0.128,0.021,9.83,0.363,1.051,0.01,3,2,5,0
21:15,10CLTE,7.065,0.796,0.186,0.027,5.688,0.441,1.055,1.015,3,3,6,1
12:45,1CLTE,30.113,4.951,1.198,0.121,25.765,1.066,1.627,1.688,9,8,17,0
1:15,1CLTE,24.676,2.09,0.536,0.098,15.762,1.043,1.353,1.343,6,6,12,1
22:15,4CLTE,23.848,5.457,2.098,0.119,50.974,2.066,1.496,1.304,8,6,14,0
0:30,5CLTE,6.366,1.213,0.326,0.026,17.679,0.487,1.091,1.021,4,2,6,0
8:00,7ALTE,0.101,0.707,0.253,0.027,27.489,0.925,1.041,0.01,3,2,5,0
14:45,1CLTE,27.486,6.77,1.689,0.143,24.924,4.442,1.748,1.516,8,6,14,0
16:15,6CLTE,7.68,0.808,0.238,0.031,27.513,1.22,1.081,0.01,4,2,6,0
3:15,1CLTE,12.53,0.909,0.227,0.025,4.452,0.255,1.122,1.051,4,3,7,0
9:15,10CLTE,2.324,0.505,0.047,0.011,1.872,0.126,1.031,1.011,2,2,4,0
15:15,1BLTE,19.098,2.122,0.559,0.085,23.709,0.923,1.283,1.091,6,5,11,0
10:45,7CLTE,0.199,0.697,0.309,0.026,16.095,0.556,1.085,0.01,4,3,7,1
10:30,7BLTE,0.1,0.597,0.111,0.013,6.889,0.251,1.035,0.01,4,2,6,1
23:30,6BLTE,27.081,6.871,2.943,0.267,73.771,2.676,1.415,0.01,6,5,11,0
15:30,7CLTE,0.404,1.112,0.35,0.047,13.842,0.727,1.192,0.01,5,3,8,0
16:00,3BLTE,21.625,7.478,1.533,0.094,19.324,0.971,1.536,1.455,6,6,12,0
1:30,7VLTE,0.303,0.909,0.067,0.01,7.098,0.484,1.021,0.01,3,2,5,0
5:00,7ULTE,0.697,3.284,0.564,0.061,11.777,1.101,1.114,0.01,4,2,6,1
0:30,4ALTE,4.876,1.194,0.571,0.04,11.358,1.018,1.065,1.015,4,2,6,1
20:15,10ALTE,9.751,2.388,0.72,0.045,22.196,0.912,1.134,1.065,5,3,8,1
13:15,10BLTE,3.781,0.597,0.133,0.014,3.207,0.192,1.025,0.995,3,2,5,1
8:30,7ALTE,0.303,0.909,0.163,0.031,5.983,0.699,1.132,0.01,4,3,7,0
1:00,6BLTE,11.621,5.558,2.911,0.343,64.452,44.616,1.122,0.01,4,3,7,0
8:30,6CLTE,5.255,0.606,0.137,0.024,10.595,0.777,1.051,0.01,3,2,5,0
16:00,4ALTE,3.537,0.808,0.143,0.027,8.187,1.429,1.051,1.011,4,2,6,0
7:15,4ALTE,1.92,0.505,0.073,0.015,4.324,0.231,1.031,1.021,2,2,4,0
12:45,5ALTE,14.147,2.223,0.528,0.066,22.101,0.684,1.243,1.071,5,4,9,0
16:30,1CLTE,35.873,4.042,0.84,0.227,15.24,3.514,1.597,1.314,8,6,14,0
6:45,6WLTE,0.505,6.77,0.952,0.02,6.472,0.254,1.051,0.01,3,2,5,0
19:30,10BLTE,5.274,0.896,0.242,0.029,6.837,0.585,1.065,0.995,3,2,5,1
0:30,7ULTE,1.294,3.184,0.649,0.055,8.92,0.944,1.194,0.01,4,3,7,1
14:15,7VLTE,1.011,2.324,0.196,0.035,7.981,0.753,1.233,0.01,5,3,8,0
12:45,6ALTE,16.774,5.861,1.537,0.092,31.304,1.172,1.273,0.01,6,4,10,0
0:00,9BLTE,4.446,1.314,0.721,0.065,31.019,0.828,1.132,1.041,4,3,7,0
17:45,2ALTE,0.1,0.398,0.012,0.007,0.084,0.016,0.995,0.01,1,1,2,1
14:15,4BLTE,31.831,4.446,1.251,0.141,35.962,1.011,1.667,1.344,8,6,14,0
8:45,3BLTE,17.482,1.516,0.296,0.085,12.167,1.154,1.283,1.202,5,4,9,0
16:00,3BLTE,16.471,2.728,0.755,0.06,39.105,0.646,1.253,1.122,5,5,10,0
17:15,6VLTE,1.692,3.085,0.449,0.054,11.262,1.37,1.244,0.01,5,4,9,1
23:30,7CLTE,0.101,0.606,0.142,0.019,10.774,0.445,1.051,0.01,3,2,5,0
14:00,10ALTE,14.826,2.289,0.73,0.124,25.025,1.288,1.124,1.085,4,3,7,1
12:45,9BLTE,2.93,0.505,0.182,0.018,6.468,0.315,1.031,1.011,3,2,5,0
1:45,6VLTE,1.095,1.99,0.246,0.039,8.075,1.159,1.124,0.01,4,3,7,1
10:15,1BLTE,12.732,1.516,0.464,0.071,9.036,1.581,1.253,1.051,6,3,9,0
0:00,7BLTE,0.498,1.294,0.446,0.083,11.508,2.48,1.453,0.01,6,3,9,1
0:30,7VLTE,0.606,1.516,0.13,0.029,5.547,0.482,1.101,0.01,4,3,7,0
5:45,10BLTE,0.808,0.404,0.102,0.022,2.571,0.317,1.011,1.011,2,2,4,0
4:15,9ALTE,0.505,0.404,0.018,0.006,0.477,0.045,1.031,1.011,2,2,4,0
11:00,4ALTE,7.781,1.415,0.339,0.046,19.287,1.861,1.152,1.031,5,3,8,0
21:00,2ALTE,1.213,0.404,0.013,0.01,0.474,0.129,1.031,0.01,2,2,4,0
18:15,4ALTE,4.244,0.909,0.257,0.036,31.611,1.589,1.172,1.051,4,3,7,0
6:15,6WLTE,0.299,1.194,0.131,0.025,4.129,0.677,1.055,0.01,3,2,5,1
1:45,7WLTE,0.498,1.194,0.228,0.044,5.463,0.728,1.075,0.01,3,3,6,1
4:00,8BLTE,3.682,0.697,0.211,0.025,15.118,0.233,1.045,1.005,4,2,6,1
11:30,7BLTE,0.505,1.516,0.496,0.055,35.894,1.183,1.354,0.01,6,4,10,0
16:15,3BLTE,20.513,2.829,0.845,0.11,19.047,2.641,1.374,1.202,6,6,12,0
12:15,10BLTE,6.669,0.909,0.187,0.026,31.571,0.36,1.091,1.021,3,2,5,0
2:15,5ALTE,0.606,0.404,0.006,0.018,0.055,0.153,1.011,1.011,1,1,2,0
10:00,2ALTE,0.303,0.404,0.027,0.013,0.453,0.105,1.011,0.01,1,1,2,0
23:00,2ALTE,0.808,0.404,0.011,0.011,0.174,0.072,1.011,0.01,1,1,2,0
